description,location,true_label,type
"Pare, muntanyenc, infermera comunitaria, d'esquerres i independentista. Regidor d’Esquerra Republicana a Gramenet de Besòs. afiliat a @i_csc soci d’@omnium",Països Catalans,Cataluña,city
"una TERRA,un REGNE,una SENYERA,una LLENGUA,un ESCUT",benimaclet (Regne de Valencia),Comunidad Valenciana,city
Projecte editorial militant que pretén oferir eines de coneixement i d'anàlisi per enriquir-nos en la formació col·lectiva i personal. | 📲 https://t.co/4UpWloy1NO,Països Catalans,Cataluña,city
"Candidatura de Figueres arrelada a principis socials, republicans, populars i de participació democràtica #GuanyemFigueres #HemDeciditGuanyar",Figueres,Cataluña,city
#NotincPor #ViaFora #DonecPerficiam #NoPassaran #BeWaterMyFriend #HoTornaremAFer Graduat a la Universitat Oberta de Catalunya (UOC). (Grau de Multimèdia),República Catalana,Cataluña,city
"Fotoperiodista. De vegades escric. Posant el nas en moltes coses, especialment en moviments d'extrema dreta. PGP: https://goo.gl/VUTKT1",Països Catalans,Cataluña,city
Diari digital i de proximitat amb tota l'actualitat i últimes hores de les notícies més destacades de la ciutat de Tortosa i els seus voltants,Tortosa,Cataluña,city
"I caminem per poder ser, i volem ser per caminar",República Catalana,Cataluña,city
Votaré Sí per poder acollir els refugiats abandonats per la Espanya de PPSOEC'S.,República Catalana,Cataluña,city
Fart d' haver de demanar perdó per existir... Pit i Collons.... Des de...La Llunyana.,República Catalana...,Cataluña,city
"La pandèmia o jo, una de las dues guanyarà.
Si guanyo, seguiré lluitant, Visca Catalunya lliure",República Catalana,Cataluña,city
Jo? Testimoni i partícep de la Història de CAT “La llibertat existeix. L’he vist. És a la presó.” Enric Casasses a Jordi Cuixart.,República catalana musical,Cataluña,city
"Estem en una època de nihilisme, toca una hecatombe i tornar a començar. El món tal com és no hauria d'existir i el món tal com hauria de ser no existeix. FN",República Catalana,Cataluña,city
Català i ciutadà del món. Avui és el primer dia de la resta de la meva vida. Psicòleg . Coratge i esperança!,República Catalana,Cataluña,city
"Una gota més.  Mare d'un trio, pluriempleada, curiosa i del Barça. Lluitant dia a dia. Amb il*lusió!",Sant Esteve de les Roures,Cataluña,city
"Nano-empresari, Apps per a Pimes. Abans, una dècada de MKT. Europa ens portarà la solució via MHP Puigdemont. Play Republic. Canet i Arenys de Mar.",Catalan Republic,Cataluña,city
"No oblidarem mai l’1-O; tampoc els espanyols. Soci d’@omnium i del @FCBarcelona. I sí, guanyarem! Força @Futsal_Mataro!💪💪💪Tram 14",República Catalana,Cataluña,city
"Faig d'alcaldessa de #SantCugat, on tinc el millor: la família, els amics, la seva gent i racons preciosos. Es nota que n'estic enamorada 😍",Sant Cugat del Vallès,Cataluña,city
La República és l'objectiu. La independència és el camí. Tots junts en som el mitjà.,"República Catalana, UE",Cataluña,city
Ni oblit ni perdó.Fins a la llibertat.,República Catalana,Cataluña,city
"Sóc Català. Visca la Llibertat!! sàtira política, molt del bon humor, aprèn a riure't de tu primer i després et pots riure del que vulguis.",República Catalana,Cataluña,city
Volem millorar la vida i promoure la integració sociolaboral de persones en situació de vulnerabilitat de la Garrotxa a través d'una estructura empresarial.,Santa Pau (Garrotxa),Cataluña,city
Historiador.  Recolzant que el meu País pugui votar.  Som i serem!,Tortosa -  Terres Ebre - CAT,Cataluña,city
"Estimo el meu país, la meva gent, la meva cultura. Adoro els animals😻🐶🐾🐱. Desitjant viure lliure! Ni un pas enrera 💛",República Catalana,Cataluña,city
La victòria final s'edifica diàriament amuntegant petites pedres per fer una gran muntanya. Mestre jubilat. ANC de Palamós.,"Palamós, República Catalana",Cataluña,city
Enxenheiro informático. Sempre co Depor. Por unha Galiza Ceive. #XustizaParaJimmy #LlibertatPresosPolítics,A Corunha - Galiza,Galicia,city
El Procés i tots els seus líders són l’eina de distracció espanyola per matar la independència. @Directe68 és l’únic que ho denuncia des de 2014.,Països Catalans,Cataluña,city
"Sóc Santperenc i socrcristos! Vall del Ges. Garrotxa - Ripollès. Priskes@mastodon.social
Ei! Pere pels amics!",Osona Nord-Garrotxa-Ripollès,Cataluña,city
"Vinyes verdes vora el mar.
Les ideologies separen les persones; la cultura les uneix",Republica Catalana,Cataluña,city
"Igualada (1991), Fisioterapeuta de la URV (2012), Osteòpata de la Gimbernat-UAB (2018). Ferm defensor de les llibertats individuals i col·lectives",República Catalana,Cataluña,city
"El meu país Catalunya,la meva llengua el català i l'estelada per http://viatjar.Glòria a Les Santes i a la seva gent,amb aquella rauxa amb aquell seny",||*|| República Catalana,Cataluña,city
"""La llengua i la història són els botins més preuats a l'hora de sotmetre un poble"" Àngel Guimerà (1845-1924)",Ciutadà de República catalana,Cataluña,city
Tossudament independent .Esperant acomplir un somni llargament esperat. ANC - ÒMNIUM #JoSócCDR,Sant Esteve de les Roures. CAT,Cataluña,city
Estudiant d'enginyeria informàtica (UPC) i desenvolupador de software. També sóc monitor. 🎗️,Països Catalans,Cataluña,city
"Consultes sobre tràmits, agenda i informació ciutadana de l'Ajuntament de Terrassa. Horari d'atenció de 9 a 14h de dilluns a divendres no festius.",Terrassa,Cataluña,city
Igualadina. Metge resident 4t any MFiC a @hbellvitge / ara @hospitaligd. Enamorada de l'esport i de la meva família. Torno a @verds💚Menjar? @somiatruitesdo🍳🔝,Igualada,Cataluña,city
"Escola Superior d'Enginyeries Industrial, Aeroespacial i Audiovisual de Terrassa, de la Universitat Politècnica de Catalunya (ESEIAAT)",Terrassa,Cataluña,city
"El món dels mitjans en català, des d'un altre punt de vista || Píndoles en forma de podcast a @ivoox i @Spotify",Països Catalans,Cataluña,city
"Amics de les Arts i Joventuts Musicals, fundada l’any 1927, promou la cultura i l'art en totes les seves formes i és un espai obert de debat i reflexió social.",Terrassa,Cataluña,city
"Indepe, patriota català d'esquerres, gay 🌈. Cansat de la policia del pensament i la moral, tant de dretes com d'esquerres. Busco feina.",Figueres-El Bronx,Cataluña,city
"Català d'esquerres, independentista, culer, minyó. D’ERC. Regidor delegat d’urbanisme, medi ambient i energia de l’@ajterrassa",Països Catalans,Cataluña,city
Lluita per la INDEPENDENCIA de Catalunya. Només serem lliures quant perdem la por.,Republica Catalana,Cataluña,city
"Blau i grana son els colors, fútbol club Barcelona",republica catalana,Cataluña,city
"Metge, Alcalde de Sant Andreu de la Barca des de 1995, Diplomat en Sanitat i Economia de la Salut i Gestio de Serveis Sanitaris.",Sant Andreu de la Barca,Cataluña,city
"Dra Enginyera de Telecomunicacions, Professora Titular UPC. Secretària Nacional del PSC C+I+D. Ciutadana que ara fa d’alcaldessa. Filla i néta de miners 🌹",Esplugues de Llobregat,Cataluña,city
"""No estic interessada en recollir les engrunes de compassió que cauen de la taula d'algú que es considera el meu amo. Vull el menú complet dels drets."" D. Tutu.",Països Catalans,Cataluña,city
"disfruto los momentos felices en honor a los tiempos difíciles.




 Gemela23💘"," Collado Villalba, Madrid.",Comunidad de Madrid,city
"‏‏‏إِنَّ الْمُتَّقِينَ فِي جَنَّاتٍ وَعُيُونٍ


                                              atlético de madrid📍"," Madrid, España",Comunidad de Madrid,city
"EXACTOR PORNO DE MADRID - 2004 a. PRIVATE , CUMLOUDER , ROCCO SIFFREDI , NACHO VIDAL , RAMIRO LAPIEDRA , ACTRICES DEL PORNO Y LECHE 69 . https://t.co/0D4NYodhQc",", España",España,city
,..España,España,city
"Pokémon Light Platinum DS es un juego no oficial, remake del hack para GBA.

💾 Link para descargarlo: http://goo.gl/wec8NH

🔍 Proyecto creado por @Mikelan98
 ",(ↄ) Mikelan98 (Almería/España),Andalucía,city
"Profesor de FP: Derecho, comunicación y empresa. También soy majo, digo mago. #FOL",#Madrid,Comunidad de Madrid,city
"Camino de Santiago Tours + YOGA RETREATS in ASTURIAS. Spain, France, Italy walking tours. On the Camino since 1994.",#yoga #Camino #Spain #Asturias,Principado de Asturias,city
"It does not count as hell if you like how it burns. antimenas expulsión ya 
Dios, patria y familia 💙

Solo es libre el hombre que no tiene miedo 🇪🇸 💚",🇪🇸 madrid,Comunidad de Madrid,city
"#performance 🏳️‍🌈🌹✨
Derecho USAL ⚖️",🇮🇨 Canarias,Canarias,city
"🎤 Cantante profesional del SingStar 🎤
📖 Devoradora de libros 📖
🎨 My art is my freedom 🎨",🏙️ Santiago - Galicia 🏙️,Galicia,city
"""Yo cuento, luego tú existes"".  



Escritura/Feminismos🔸Quién quiere ser madre @Alfaguara_es🔸En @PandoraMirab , @carnecrudaradio y @eldiarioes🔸@smichdti en IG",🏠 #Madrid,Comunidad de Madrid,city
📷,📍 Spain 🇪🇸,España,city
living hope | ☕,"📍 Valencia city, Bukidnon",Comunidad Valenciana,city
"1993.Cuando sabes quien eres y estas seguro de ti mismo, no necesitas demostrarle nada a nadie.","19200, MADRID",Comunidad de Madrid,city
#WebDesign & #Development • #InboundMarketing • #Analytics #BigDate • #SEO  #SEM #SocialMedia • CEO ComercialSEO - Madrid,28110 Madrid(ES),Comunidad de Madrid,city
🍀 | Sólo música | Hay días que parece que vuelas | 🎷 '94 🐠 IX,28400 Madrid,Comunidad de Madrid,city
Comenzando de nuevo,"39.474712,-0.342543 valencia",Comunidad Valenciana,city
"c/Mantuano 56, Madrid   91 2207101 / 699259567 / elbuhodepapel@gmail.com @elbuhodepapel",699259567  (Madrid),Comunidad de Madrid,city
"╱ ╱𝖨𝖿 𝗆𝗈𝗇𝖾𝗒 𝗀𝗈 𝖻𝖾𝖿𝗈𝗋𝖾, 𝖺𝗅𝗅 𝗐𝖺𝗒𝗌 𝖽𝗈 𝗅𝗂𝖾 𝗈𝗉𝖾𝗇. ╱ ╱ 𝖼𝗈𝗆𝖺𝗇𝖽𝗈 𝗏𝖾𝗋𝗆𝖾𝗅𝗁𝗈",⁹⁵'ˢ brasil ⇆ madrid,Comunidad de Madrid,city
"✍🏼 Comunicar, leer y escribir: para eso hemos venido. Sobre #InnovaciónUrbana y ciudades en @anteverti, y sobre mi vocación exploradora en @singularia_blog 🚀",A Barcelona; de Canovelles,Cataluña,city
"Lo malo de morirte es que es para toda la vida.
Repunante de nacimiento.",A Coruña,Galicia,city
,A Coruña,Galicia,city
Periodista de La Voz de Galicia desde 2007. Me podéis leer en @vozdeportes (fútbol gallego) y @torredmarathon (Fabril y Dépor fem.) Coordino la Guía de la Liga,A Coruña,Galicia,city
"Es la primera vez que me siento en todo el día.
Cantante de @fugazplaneta.",A Coruña,Galicia,city
Senior Developer,A Coruña,Galicia,city
Coruñés amante del arte del rallying,A Coruña,Galicia,city
RCD,A Coruña,Galicia,city
Banco de Alimentos Rías Altas. Organización sin ánimo de lucro.Recogemos alimentos en buenas condiciones de consumo y distribuimos a entidades beneficiarias.,A Coruña y Santiago,Galicia,city
"Si no luchas hoy,no llores mañana.RCD.",A Coruña- Uviéu,Galicia,city
Me gusta contarte lo que me ha pasado..hasta que descubro que he hablado sola,A Coruña-Galicia-España,Galicia,city
,"A Coruña, Betanzos",Galicia,city
Gestor de Emergencias y Técnico en Emergencias Sanitarias,"A Coruña, España",Galicia,city
Tener siempre la razón a veces me trae problemas,"A Coruña, Galicia",Galicia,city
📷 paulaps22,"A Coruña, Galicia",Galicia,city
Economista,"A Coruña, Galicia",Galicia,city
ok,"A Coruña, Galicia",Galicia,city
araceli pero no madariaga pesados https://www.instagram.com/p/B632Cn8IVU558nwuScoyrlc-BZtY5KPDGHZiCU0/?igshid=5zyseriso7dk,"A Coruña, Galicia",Galicia,city
"Reloj del edificio del Ayuntamiento de A Coruña, en la Plaza de María Pita.","A Coruña, Galicia",Galicia,city
,"A Coruña, Galicia",Galicia,city
"Grupo musical formado por @SrMasto113 y #Adro

#Llámame es nuestro primer single:
https://distrokid.com/hyperfollow/adroymasto/llmame","A Coruña, Galicia",Galicia,city
Loyal To The Game 👑,"A Coruña, Galicia",Galicia,city
Mientras la vida se derrama,"A Coruña, Galicia",Galicia,city
"Esbardallo sobre pintura, arquitectura, a Terra Media, El Brujero e os JoJos.","A Coruña, Galicia",Galicia,city
Estudiante de Derecho | Roi,"A Coruña, Galicia",Galicia,city
"Hay tres cosas en la vida que no puedes perder, tu sonrisa, tu alegría y tu forma de ser.","A Coruña, Galicia, España ",Galicia,city
"96. Don't cry, get mad.","A Coruña, Galiza",Galicia,city
Passa la vida i tots anem buscant un niu. València-Nottingham 🌙,A la lluna de València,unknown,city
Patrón en S.D. Tiran,"A Pobra do Caramiñal, España",España,city
"Mucho te tienes que estar aburriendo si estás leyendo esto.

Biological Sciences, University of Aberdeen
Marine Biology",Aberdeen - Burgos,Castilla y León,city
Peña de @SanPabloBurgos - BURGOS ES ACB!! Apoyamos todo el deporte burgalés..,ACB en el Coliseum Burgos,Castilla y León,city
"http://adal-treto.com, la web de información local de Adal-Treto y Barcena de Cicero
y eventos por Cantabria",Adal-treto (Cantabria),Cantabria,city
a mi manera🤙🏻,"Adamuz, España",España,city
,"Ador, España",España,city
Medicina en la UVa  💉🌡️,Adra - Valladolid,Castilla y León,city
Counting all the assholes in the room,"Adra, España",España,city
"Physiotherapist, SportSciences Degree, MSc in Exercise & Chronic Illnesses. PhD Candidate. Fields: OMT, Maitland, Chronic Pain&Neuroscience, SportPT, CardiacPT",Afán x aprender;)Toy en Madrid,Comunidad de Madrid,city
Periodista. cuenta privada,"África, Canarias, América",Canarias,city
,"Agaete, España",España,city
"Si lo imaginas, es real.","Agost, España",España,city
"Agronomist loading 🍅🍆🌶️🌱
Viajera:Ámsterdam-New York-Budapest-Frankfurt-Cluj Napoca
#agricultura#invernaderos#tomate#pimiento#berenjena#@QualityAlmeria","Aguadulce, España",España,city
Tu camiseta más underground,"Águilas, España",España,city
Call of duty player for @Unit3k,"Águilas, España",España,city
"17 || Do your best, Allah will do the rest.","Ahillones, España",España,city
mataste todo lo que sentía y lo que pude haber sentido,"Ajofrín, España",España,city
Cuando hables procura que tus palabras sean mejores que el silencio - Proverbio indio.🦋,Al sur de madrid,Comunidad de Madrid,city
♀                                                    Nutrición Humana y Dietética  UA 📚,"Alacant, Comunitat Valenciana",Comunidad Valenciana,city
,"Alagón del Río, España",España,city
20,"Alaquàs, España",España,city
Conseller i portaveu de @MESperMallorca al @ConsellMca,Alaró (Mallorca),Islas Baleares,city
"Me gusta ver películas, y a veces me las monto.","Alba de Tormes, España",España,city
Biografía,Albacete,Castilla-La Mancha,city
"¿Te gustan los videojuegos, el cine o las series de TV? Hemos estado 11 años hablando de ello todas las semanas. Escúchanos en iVoox, iTunes y Spotify.",Albacete,Castilla-La Mancha,city
"Teacher 👨🏻‍🏫
Looking for the best version of me.",Albacete,Castilla-La Mancha,city
"Guitarrista y bajista, pero no a la vez. Rock'n'roll. @theniftys Diseñador, cámara, y creativo en @Micocographics",Albacete,Castilla-La Mancha,city
"El colmo de la infelicidad es temer algo, cuando ya nada se espera",Albacete,Castilla-La Mancha,city
"Catolico, español y de derechas,  #PorEspaña 🇪🇸🇪🇸🇪🇸",Albacete,Castilla-La Mancha,city
❤️💛💜,Albacete,Castilla-La Mancha,city
"27/09/86 De Albacete,me encanta el futbol,el tenis,el baloncesto,la fórmula 1,la musica,leer,Adoro los Animales :-)",Albacete,Castilla-La Mancha,city
Picador de Toros,Albacete,Castilla-La Mancha,city
"Higienista Bucodental, Tecnico en Deporte de Montaña, Actividad Fisica y Adaptacion Deportiva. Adicto al Futbol y a la Cerveza //Impossible is nothing//",Albacete -Madrid,Castilla-La Mancha,city
